headline,review,rating
Maggi Magic,Awesome taste bring back childhood memories,5.0 out of 5 stars
BATTER,BATTER,5.0 out of 5 stars
Good,Good,5.0 out of 5 stars
Fantastic,Superb product trust me,5.0 out of 5 stars
Worst packaging,Used only a thin poly bag for packaging. So the product is badly damaged.,5.0 out of 5 stars
Dont buy,I got all broken one,3.0 out of 5 stars
Good,Good,4.0 out of 5 stars
Yummmmmmmmy,Best,5.0 out of 5 stars
Good,Good,5.0 out of 5 stars
Less TASTE,Taste thora kom hai,4.0 out of 5 stars
Ok,Ok,5.0 out of 5 stars
Best,Best,5.0 out of 5 stars
Good,Good,5.0 out of 5 stars
Yummy and 😋,So yummy😋,5.0 out of 5 stars
Goid,Good product,5.0 out of 5 stars
Value for money,Value for money,4.0 out of 5 stars
Nice,Good,5.0 out of 5 stars
Good,Good,5.0 out of 5 stars
I received but all in crushed,Gomtesh Kirana shiradhon I order this value for money but packaging is not good,5.0 out of 5 stars
Disappointed,Noodles are broken....does not meet expectations,3.0 out of 5 stars
Good,Good,5.0 out of 5 stars
Loved it.,Maggi is love. To be able to find it on Amazon during lockdown is such a relief.,5.0 out of 5 stars
GOOD PRODUCT,I eat maggi daily at morning. And taste of maggi is better than any other Noddles that i have eatten.,5.0 out of 5 stars
Maggi,Good,5.0 out of 5 stars
Good and original product,"Nice packaging, delivery could have been a bit faster, but overall satisfied",5.0 out of 5 stars
Good,Good,4.0 out of 5 stars
Bad taste,I first time tried this new flavoured maggi packs but I'm disappointed with its taste.,2.0 out of 5 stars
Good,Good. Only a few packs have broken maggies which is expected.,5.0 out of 5 stars
Good,Good,5.0 out of 5 stars
Not received,"I not received maggi
I received a big packet which have only tomato sauce.",5.0 out of 5 stars
Superb,Loved it packaging is excellent .....good,5.0 out of 5 stars
Good,Good🤗🤗🤗🤗,4.0 out of 5 stars
Amazing to buy,Lovely product with fastest ever delivery. Best to buy it from Amazon Prime,5.0 out of 5 stars
Value for money,Nice product...,4.0 out of 5 stars
Best,Nice,5.0 out of 5 stars
Testy food,Amazon send good quality Maggi.this is also current packaging.,5.0 out of 5 stars
Old stock,The masala were old. The noodles didn't taste good,3.0 out of 5 stars
Gud,So testy 😋😋😋😋😋,5.0 out of 5 stars
Superb,Superb,5.0 out of 5 stars
Good food for fast,Good food,4.0 out of 5 stars
Good packing,I like Maggi,4.0 out of 5 stars
Flavor,Flavor not good,3.0 out of 5 stars
Crumble maggi,Received on time but totally crumble maggi packets,3.0 out of 5 stars
Go for it,Excellent packaging,5.0 out of 5 stars
Maggie,Maggie deserves it,4.0 out of 5 stars
Suggested,Nice,5.0 out of 5 stars
Save money.,Worthy buying.,4.0 out of 5 stars
Taste is good,"Excellent test
But price is not shown on this packet",5.0 out of 5 stars
GR8,Good product,4.0 out of 5 stars
Good,Nice product,4.0 out of 5 stars
Maggi,Nestle Maggi best,4.0 out of 5 stars
Maggi.,So good.,4.0 out of 5 stars
Ok,Ok,5.0 out of 5 stars
Maggie,Good,5.0 out of 5 stars
Meggii,Good taste,4.0 out of 5 stars
Best,Good,4.0 out of 5 stars
Superb,Excellent,4.0 out of 5 stars
Packing is great, I love these packs with in reasonable price...,5.0 out of 5 stars
Must buy,I'm loving it,5.0 out of 5 stars
Value for money,Good value for money product. Good flavor and l like it.,5.0 out of 5 stars
Good,I love Maggi always.it is good and ready in two minutes.tasty and yummy,5.0 out of 5 stars
Broken and low in quality.,Broken and the masala is thick not in powder form. Packaging is bad as well as masala and inside packaging by company is also not good.product is not good. Not same as we brought from a shop near our home.,1.0 out of 5 stars
Awesome!!!,Yesterday I order today i got it.And one more thing maggi is fresh&same year manufacturer.Packing is also good.I like it.,5.0 out of 5 stars
Not bad,Not bad,3.0 out of 5 stars
Maggi,We Received good package . Same all .,5.0 out of 5 stars
Delayed a litlle but worth a wait.,Delayed a little but worth a wait. Mmmmm no qualms.,5.0 out of 5 stars
Genuine product,Pack of 10,4.0 out of 5 stars
Packing,Product good but excess material using on packing I think its not required,4.0 out of 5 stars
Excellent maggi pack for evening snacks,Very good packing. Rest it is our special Maggi as usual.,5.0 out of 5 stars
❤,❤,5.0 out of 5 stars
Nice product,Value for money,4.0 out of 5 stars
Good,There's mentioned that the packages are not for sale 🤔,4.0 out of 5 stars
Tasty,Good product,4.0 out of 5 stars
Original product,"Good packaging, best product.",5.0 out of 5 stars
Good,Good,4.0 out of 5 stars
Superb,Not bad... got 12 Maggie's only in less price .. and packing was superb.,5.0 out of 5 stars
Average product,Awesome product.,3.0 out of 5 stars
Get From Near By Shop,"Its all good.

Less Number of packet compare to buying frm Shop",2.0 out of 5 stars
Nice,Nice,4.0 out of 5 stars
Awesome,Awesome. Maggi delivered to doorstep.,5.0 out of 5 stars
Packaging,Received with well packaging .... Satisfied with product and it's quality,5.0 out of 5 stars
Okay to buy,Good but packets were damaged,3.0 out of 5 stars
Amazing taste,This is a best product and taste is also good,5.0 out of 5 stars
Superb deal nd osm taste,Superb taste delicious,5.0 out of 5 stars
awesome service.,good .,4.0 out of 5 stars
Good... 👌👌👌👌,Good... 👌👌👌👌,4.0 out of 5 stars
Not bad,Tastes bad . 4 stars for the delivery,4.0 out of 5 stars
Nice deal but incomplete.,"Well packed, expiry date is way beyond but I haven't receive ₹15 cashback for opting pickup instead of delivery.",5.0 out of 5 stars
Very very tasty,10/10 for the flavour of the delicious Maggi masala. Very very tasty.,5.0 out of 5 stars
Worth it!,It's awesome and worth having a monthly subscription if you are a maggi fan.,5.0 out of 5 stars
Maggie products is not good,High price and delay delivery or products is not good,1.0 out of 5 stars
nice packing,"product is good, same as picture on time delivery",5.0 out of 5 stars
Don't think just buy iy,Must buy product,5.0 out of 5 stars
👍,👍,4.0 out of 5 stars
Get it at a discount,It's good old classic Maggi.,5.0 out of 5 stars
Nice product,It's nice,5.0 out of 5 stars
Good product,Good product and delivery,4.0 out of 5 stars
Super,Top polity,4.0 out of 5 stars
Too,Nic,4.0 out of 5 stars
Super,Very good,4.0 out of 5 stars
Good,Good,4.0 out of 5 stars
avg product,avg,3.0 out of 5 stars
Good combo,Tasty maggi,4.0 out of 5 stars
good taste,"maggi is good for taste and to satisfy the hunger, but health-wise not a good option",5.0 out of 5 stars
Loved it!!!,Both product and packaging was grrrrr8. Loved it,5.0 out of 5 stars
Awesome,Awesome,5.0 out of 5 stars
Maggie product of Nastle,Tasty one,5.0 out of 5 stars
Value for money of Rs 117.,Not bad,4.0 out of 5 stars
Nice,Nice quality,4.0 out of 5 stars
Ok Product,Value for money.,4.0 out of 5 stars
Awesome,Came with nice package and manufacturing date is of this month. Got it in 135 rs.,5.0 out of 5 stars
Good,Good,5.0 out of 5 stars
Good😘😘😘,Good.,5.0 out of 5 stars
Cheap and Very tasty,Ordered two times came with perfect package and excellent condition. And price was only 123rs for each. Thanks to amazon prime.,5.0 out of 5 stars
normal,normal,4.0 out of 5 stars
Very nice,Very nice,5.0 out of 5 stars
Good,Good product,4.0 out of 5 stars
Loved this product.,The product is very tasty and anyone can make it with 2 to 5 minutes... I really loves it.,5.0 out of 5 stars
good quality,good quality,4.0 out of 5 stars
very good product,very good product,5.0 out of 5 stars
Very good service,Super,5.0 out of 5 stars
Ok,As usual.taste maker and quantity day by day decreasing.,3.0 out of 5 stars
Nice pakaging,Nice,5.0 out of 5 stars
Good,Good,4.0 out of 5 stars
Good,Good,4.0 out of 5 stars
Excellent,Great,5.0 out of 5 stars
Duplicate material,I don't have duplicate maggi packet. I had thrown away this Maggie in dustbin.,1.0 out of 5 stars
Good 1,Good1,5.0 out of 5 stars
Not that great,I didn't like the flavour. I make this noodles by adding vegetables and other flavours instead of the sachets given. The packaging was great though.,2.0 out of 5 stars
Good little,Good,4.0 out of 5 stars
One muct go, Best in price... Bought it 122₹ for 12/-,4.0 out of 5 stars
😋😋😋,Very nice 😋👌👌👌👌👌,5.0 out of 5 stars
Tasty,Nice,4.0 out of 5 stars
Received all 12 packs of Maggi !,All 12 packs of Maggi was delivered. Totally impressed by Amazon :) !,5.0 out of 5 stars
Smaller than expected,Looks like 5 rupee Maggie...,2.0 out of 5 stars
Unhealthy,Oats is the better option...,3.0 out of 5 stars
Nice products,Very nice product,5.0 out of 5 stars
Damaged,Packets were damaged.,3.0 out of 5 stars
Good Rate,Good Product,4.0 out of 5 stars
Was broken into dust when arrived.,Good product but packaging needs betterment.,3.0 out of 5 stars
Very Poor Packing...,Maggi is good... Packing is very very very very very poor...,5.0 out of 5 stars
Good,As usual,5.0 out of 5 stars
Achcha h,Like,4.0 out of 5 stars
Nice,Good,4.0 out of 5 stars
Super,Like it,4.0 out of 5 stars
Good,Good,4.0 out of 5 stars
Beautiful packing,I like it,5.0 out of 5 stars
Not letest manufacturing,Not letest manufacturing date. We expect food must be letest manufacturing.,3.0 out of 5 stars
Tasty,Very tasty and delicious product reached safely.,5.0 out of 5 stars
4,Good,4.0 out of 5 stars
Deal,Value for money,4.0 out of 5 stars
Good,Good,4.0 out of 5 stars
Maggi is love ❤,Great service from Amazon prime 👍 Packaging as always good,5.0 out of 5 stars
Good,Good,5.0 out of 5 stars
Nothing,Good,5.0 out of 5 stars
Good,Good,5.0 out of 5 stars
Worth buying,Good product,4.0 out of 5 stars
Damn good product,Damn good,5.0 out of 5 stars
Good,Everything's great. A great purchase in an affordable price. Mera Maggi - my favourite anytime meal. :),5.0 out of 5 stars
Yummy Maggie,Best as always,5.0 out of 5 stars
Children like food,Very tasty,4.0 out of 5 stars
Good,Good,4.0 out of 5 stars
Good product,Nice product,4.0 out of 5 stars
Delicious...👌,My children's all time favorite food Maggie😊 👌,5.0 out of 5 stars
Ok,Seal and package is OK.,5.0 out of 5 stars
As wxpected,Good.,4.0 out of 5 stars
AWESOME AND FAST,It was packed very good.It reached my home at time.Although all things were awesome.,5.0 out of 5 stars
Great product 👍 but have fluctuating price,Once i have bought this for RS 110 but after some days it was showing RS 123,5.0 out of 5 stars
Maggi packs,"Very best for hostel students, as it contains single packs of 12. Very pocket friendly too",5.0 out of 5 stars
Good,Good,4.0 out of 5 stars
Loose packing,Not properly packed. Item is good. Nothing to complain,5.0 out of 5 stars
Bad quality noodles with good taste maker masala.,This product is completely different from what is available in market. It looks like chowmine noodles when put in boiling water. Leaves a lot of white powder residue. Doesn't taste like regular Maggi bought from market. Masala is good but noodles are bad.,2.0 out of 5 stars
Good,good,5.0 out of 5 stars
Nice,Gud,4.0 out of 5 stars
Tasty product,There are two masala flavors.both the flavours are tasty.,5.0 out of 5 stars
Broken,Bad quality and Broken,5.0 out of 5 stars
value for money,I just like pack of 12 and ordered 2 more :). It was well packed.,5.0 out of 5 stars
👌👌,👌👌,5.0 out of 5 stars
Good,Nice,4.0 out of 5 stars
Average,Average,4.0 out of 5 stars
it is maggi......always awesome,it is maggi......always awesome,5.0 out of 5 stars
Nice,Tasty,4.0 out of 5 stars
Good product,Like,5.0 out of 5 stars
Good,Tasty,4.0 out of 5 stars
Delicious,Value for money,5.0 out of 5 stars
Nice,Very good,5.0 out of 5 stars
Mast,Mast,4.0 out of 5 stars
just as expected,everything was good nothing brokenness or anything value for money,4.0 out of 5 stars
Fast delivery thanks Amazon,Fabulous,5.0 out of 5 stars
Kindly deliver fresh stock.,Its seven months old stock. We were expecting fresh stock for delivery.,2.0 out of 5 stars
Kimat wasul,Kimat wasul,4.0 out of 5 stars
Not Expired,Not Expired,4.0 out of 5 stars
Nice product,Very nice product ..love it..taste is good ..,5.0 out of 5 stars
Ah it is nice for people living alone,"So many packets to manage ,I still have some left ....",3.0 out of 5 stars
Damaged products.. masala was moist.,"Damaged internal masala...
Due to moisture.
May selling old expired product or damaged products at low cost..or on offer.",1.0 out of 5 stars
Good product.,Tasty.,4.0 out of 5 stars
Yummmmm,What to say about maggi.. childhood love still exists,5.0 out of 5 stars
Good packing,"Packing was good, btw it doesn't make any sense to review about Maggi quality (everyone knows)",5.0 out of 5 stars
Original & tasty!!!,That one was original maggie. I made it & enjoyed it.,5.0 out of 5 stars
Good,Very good,5.0 out of 5 stars
Superb,Good,5.0 out of 5 stars
No test of maggi,Not the original test of maggi.,3.0 out of 5 stars
Very good quality noodles with awasome tasty masla,Very good quality. Very good for its flavour. Wow quality.,5.0 out of 5 stars
I♥️maggi,"Maggi is magic and
Even great when available at doorstep in reasonable price",5.0 out of 5 stars
Thank u Amazon,Thank u for this in lockdown... I eat it after 2months...,5.0 out of 5 stars
Nice paking,So good .,5.0 out of 5 stars
Ok product but...,"Good product but it cook vary fast , becoz its not ata nudal so ..... gala gala nudal some time vary vary gala but masala vary good test.",3.0 out of 5 stars
great,good,5.0 out of 5 stars
So good 👍,good but not better👍,3.0 out of 5 stars
No comments,Nyc quality,5.0 out of 5 stars
Very good product,Very good product delivery service very fast tasty,5.0 out of 5 stars
One packet is waste, One packet is waste so it's costly,2.0 out of 5 stars
Loved the new packaging. Really bright and appealing.,"I love the new packaging of Maggi Noodles,easy to find on the shelf. Great afternoon snack which is very quick and easy to make.",5.0 out of 5 stars
Good delivery on time,Good delivery on time,5.0 out of 5 stars
Good,Good,4.0 out of 5 stars
Instant hunger destruction,"All time favorite Maggi,",5.0 out of 5 stars
Good but average,The product packing is so good..but the flavor i found a liitle unpleasant..,3.0 out of 5 stars
Fast delivery,Nice flavour,5.0 out of 5 stars
Excellent I Am Happy,Good nice test i am happy thank you amazon india,5.0 out of 5 stars
Bdiya h,Mast,4.0 out of 5 stars
Product is overall ok,Flavour is not that good,5.0 out of 5 stars
Maggi super saver,Good saving and I love it,5.0 out of 5 stars
Like,Like,3.0 out of 5 stars
Very good,Very tasty,4.0 out of 5 stars
Good product.,Product was good & delivered on time,4.0 out of 5 stars
Very good product,Test and yummy,5.0 out of 5 stars
Good,Good Price,4.0 out of 5 stars
Good,Ok,4.0 out of 5 stars
Worth for your mobey,Worth for your money,4.0 out of 5 stars
Excellent,Good,4.0 out of 5 stars
Nice,Nice,4.0 out of 5 stars
Good,Good taste,3.0 out of 5 stars
Best Service,Received Order same as Described On Amazon. Packaging is also good.,5.0 out of 5 stars
Tasty Maggie,Who needs a review on Maggie 😄 it's just tasty.,5.0 out of 5 stars
Item is so good,Good,4.0 out of 5 stars
Taste,"Taste is better than other flavors, I love this one only.",3.0 out of 5 stars
Good,Good,4.0 out of 5 stars
Good,Maggi is my all time favourite.Delivered on time,5.0 out of 5 stars
Superb 👍,Superb 👍😊 so yummy.. thank you Amazon and Maggie,5.0 out of 5 stars
Different test,Taste is different from locale shope,5.0 out of 5 stars
It is our lovely Maggie.,Loved it :) <3,5.0 out of 5 stars
Good noodles,I don't think that I have to say anything about Maggi. Everybody knows that there is no noodle like Maggi in taste,5.0 out of 5 stars
Osm,Paking is good,5.0 out of 5 stars
Amazing taste,All time favourite and no other noodles can replace it,5.0 out of 5 stars
I love Amazon,Good,4.0 out of 5 stars
Great,Great,5.0 out of 5 stars
Good to buy,Nice,5.0 out of 5 stars
good,good,4.0 out of 5 stars
Poor quality,"Maggi was crushed
It was more like a namkeen",5.0 out of 5 stars
Thank u,Received in nice packing n good condition,5.0 out of 5 stars
🙏🙏🙏,Priceless thing for P.G boys/girls,5.0 out of 5 stars
Maggie maggie,As usual maggie ♥️♥️♥️♥️,5.0 out of 5 stars
Good,Good packing. Date of manufacture approved,5.0 out of 5 stars
Satisfied,Packaging need little attention.. otherwise everything looks good. Value for money.,5.0 out of 5 stars
Value for money,Everytime I purchase from Amazon it's a 5* never had any issues,5.0 out of 5 stars
Nice taste,"Nice taste, best ever veg breakfast",5.0 out of 5 stars
Satisfied,"Everything is proper. Neatly packed, very recently manufactured, fresh.",5.0 out of 5 stars
It was good,It was good,5.0 out of 5 stars
Ok,Ok,5.0 out of 5 stars
Awesome,Very nice product .and it tests amazing.😋😋,5.0 out of 5 stars
tastes good s alwys,"tastes good s alwys, packaging ws poor",5.0 out of 5 stars
No1 products,No1 products,5.0 out of 5 stars
Good,Good,5.0 out of 5 stars
good,ok,4.0 out of 5 stars
Best,Good,5.0 out of 5 stars
Good,Good,4.0 out of 5 stars
Value for Money Pack,Value for money pack helpful in this lockdown period,5.0 out of 5 stars
Value for money,Flavor is gud. packaging is also proper,5.0 out of 5 stars
The Best,"What to say about Maggi, I have grown up by eating Maggi & now my kids are enjoying the wonderful tasty & healthy product",5.0 out of 5 stars
Found this outstanding supplement during covid times,Found this outstanding supplement during covid times,5.0 out of 5 stars
Good,Good,5.0 out of 5 stars
Very good,Good taste and good quantity,5.0 out of 5 stars
Nice,Nice 👌👌👌,5.0 out of 5 stars
Tasty,I Taste the Maggie is super,5.0 out of 5 stars
Nice,Very good,5.0 out of 5 stars
Nice one!!,Actually I live in West Bengal and we don't have a pack of maggi like this so this one is quite nice!!!,5.0 out of 5 stars
Not gud,Recieved in very bad condition.,1.0 out of 5 stars
"Inside product found crushed, taste was good as usual",Over all good,5.0 out of 5 stars
Maggi,Good Maggi package,5.0 out of 5 stars
Tasty,Maggi is as good as it always have been.,5.0 out of 5 stars
Thank you,All typ fulfill for me,5.0 out of 5 stars
Beautifully Managed,Every thing is fine and perfect.,5.0 out of 5 stars
Good product,Very good and worthy to buy it,5.0 out of 5 stars
Maggie you loved and will love as always,Maggie you loved and will love as always,5.0 out of 5 stars
Maggi 2-Minute Noodles Masala,Maggi 2-Minute Noodles Masala is always liked by full family at any time!,5.0 out of 5 stars
Maggi needs no feedback. Go for it.,Maggi is maggi. No one can compete with this. Many brands have come amd gone. But maggi will stay forever in our hearts.,5.0 out of 5 stars
Maggie 2 minutes,It’s great,5.0 out of 5 stars
Good Product,Good,4.0 out of 5 stars
Different product,Product totally different from items purchased local shops though no issues with the packing. Big concern is the online items made differently and not looking after the hiegenic. Bad taste my kids dislike the taste.,2.0 out of 5 stars
Value for money,"Over all very good product with best flovour, I thik its value for money",5.0 out of 5 stars
Real item,"Really nice product.✌

And thanks again amazon for your best delivery.",5.0 out of 5 stars
Cash back of 20 % for ICICI Bank card use not received,Cash back of 20 % for ICICI Bank card use not received,3.0 out of 5 stars
Great,Very satisfying.,5.0 out of 5 stars
जुने पॅकिंग आहे.,डिसेंबर 2020 मधील फार जुने पॅकिंग आले आहे.,2.0 out of 5 stars
Maggie magic,I think that can't need to explain maggi noodles. This is new packing. Thanks maggi.,5.0 out of 5 stars
I'm loving it,Full family wali Maggie.😘,5.0 out of 5 stars
Maggie makes happy,Nice.Happy,5.0 out of 5 stars
Brilliant,Awesome,4.0 out of 5 stars
Date of manufacturing,"Quality is good and manufacturing date is latest.
Thanks for seller to give latest product.",5.0 out of 5 stars
👌👌,👌👌,5.0 out of 5 stars
Loving it,Nothing can be better than Maggie,5.0 out of 5 stars
Good product,Value for money.,5.0 out of 5 stars
GOOD,i LIKED IT.,5.0 out of 5 stars
Best deal,Good deal,4.0 out of 5 stars
Good,Very nice,5.0 out of 5 stars
Tasty,Tasty,5.0 out of 5 stars
Quality of product is good,Packaging is good,5.0 out of 5 stars
Give more discount,Good one,5.0 out of 5 stars
Good,Economical,5.0 out of 5 stars
Value for money,Packaging may be improved other wise all are good,3.0 out of 5 stars
No matter,Maggie......always good,4.0 out of 5 stars
Maggi,So 100 back mile to a6a h nhi to dukan se le lete,5.0 out of 5 stars
Always and always Maggi chahiye mujhe Abhi....,"2 minutes ruk sakte hain...sar ke Bal rah sakte hain....mummy mummy bhookh lagi......

Great product and good quality by Amazon.",5.0 out of 5 stars
Happy to purchase Maggie,"Waaaaaw... Amezing package.

Thank God ab baar baar shop pe nhi jana padega.. Thanks amazon",5.0 out of 5 stars
Nice,It's nicr,4.0 out of 5 stars
Excellent packaging,Excellent packaging by amazon very happy with packaging,5.0 out of 5 stars
nice one,original product with reasonable price.thanks to amazone.,5.0 out of 5 stars
Value for Money,Got this product in 115rs .. Awesome purchase totally satisfied with the purchase.,5.0 out of 5 stars
Nice,Its worth,3.0 out of 5 stars
Good,Good,5.0 out of 5 stars
Good one,Good one,5.0 out of 5 stars
Tastes good as always but broken,Every single packet was broken. So prepare yourself to eat this maggie with a spoon not a fork.,2.0 out of 5 stars
Satisfied,Satisfied,5.0 out of 5 stars
Good item,Excellent,5.0 out of 5 stars
Very good product,Very good product n fast delivery by Amazon. I am very happy.. its a value for money,5.0 out of 5 stars
Yummy,So gud,4.0 out of 5 stars
maggi,over all good,5.0 out of 5 stars
Maggi Lover,"Its perfect order full nos .. 12 and fresh.

Thankyou Amazon",5.0 out of 5 stars
Lockdown life saver,Super packing and life saver in lockdown,5.0 out of 5 stars
Maggi no.1,The flavour is nice,5.0 out of 5 stars
A satisfied customer.,Satisfied with the packaging and product quality.,5.0 out of 5 stars
Good,Nice,5.0 out of 5 stars
👌👌,👌👌Amazon service is best 👍👍,5.0 out of 5 stars
Best,Best,4.0 out of 5 stars
Insects in the maggie packet,There are insects in this packet. This is the first time this happened. Feeling cheated. Please return my money.,1.0 out of 5 stars
Same as Market..,After discount 2 pack is free in pack of 12..,3.0 out of 5 stars
Not ready in 2min.,"Good, but it been ready in 5 min.",5.0 out of 5 stars
Good,Good,5.0 out of 5 stars
Good product,Packaging is good and taste is good,5.0 out of 5 stars
Good,Value pack,4.0 out of 5 stars
Testy product.,Very good product....must try it.,5.0 out of 5 stars
Maggie Noodles,Good Quality.,5.0 out of 5 stars
Nice Test,Awesome,5.0 out of 5 stars
Nice product,It's ok,5.0 out of 5 stars
Nice,Nice,4.0 out of 5 stars
Very good quality. But still not non sticky.,Loved the taste of the masla.,5.0 out of 5 stars
Simply awesome.....,Simply awesome.....,4.0 out of 5 stars
Yum,Taste is yum no company can make the flavour of maggi its too yum,5.0 out of 5 stars
value of money,it is good product,4.0 out of 5 stars
Amazon is the name of trust.,Awesome!!,5.0 out of 5 stars
"Good quality, good price",Good quality good price,5.0 out of 5 stars
Bad,Very bad taste 😫,2.0 out of 5 stars
original product,nice taste good quality,5.0 out of 5 stars
Nice,Nicr,5.0 out of 5 stars
Mast item,Very nice in Flavour.,5.0 out of 5 stars
Good product,Good,5.0 out of 5 stars
2GUD,Best option family pack.,5.0 out of 5 stars
Fast Delivery is Available,Product is good. And price of products is most goods.,5.0 out of 5 stars
Buy if you have no other option,"Poor taste, compared to retail shop packets",2.0 out of 5 stars
Awsome,Awsome,5.0 out of 5 stars
Best Instant Noodles in the market.,As good as always. Its Nestle's. Best in the market,4.0 out of 5 stars
Good,Nice,2.0 out of 5 stars
Thanks,Fast and taste delivery,4.0 out of 5 stars
Thanks...,Thanks...,4.0 out of 5 stars
Food For Hunger .,Not Fresh . Old Stock,2.0 out of 5 stars
Good,Continuing the same QC.,5.0 out of 5 stars
so happy ☺️☺️,it was delivered on time in good condition....,5.0 out of 5 stars
Very good packaging and fresh pacakges,Very nice and excellent,5.0 out of 5 stars
good,good,4.0 out of 5 stars
So so !!,Very good n necessary product,4.0 out of 5 stars
Good,My kids love it.,5.0 out of 5 stars
Not worth,"Got my Maggi on the expected date, all packets had tiny holes in them, full of red ants, opened a packet and found a bunch of ants in it. Don't buy, not worth",1.0 out of 5 stars
Apni maggi,Package of happiness :),5.0 out of 5 stars
Good,Good,5.0 out of 5 stars
"Maggi don't require review, it's favorite of kids, side effect is matter of research",Good,5.0 out of 5 stars
Very good,Original product very good taste,5.0 out of 5 stars
First Class,Packaging was too good...,5.0 out of 5 stars
Nice product buy it,Always best,5.0 out of 5 stars
Good to Eat,"Good to Eat, Nice product",5.0 out of 5 stars
Buy it if given on offer,Bought it during offer times. So it’s definitely a value for money,5.0 out of 5 stars
GOOD PRODUCT,GOOD PRODUCT,4.0 out of 5 stars
Mggie Maggie 😘😋😋😋,Its good to taste.,5.0 out of 5 stars
Deliver on time,Easy to store and need to go everytime to purchase it,5.0 out of 5 stars
Superb product,Superb product,5.0 out of 5 stars
good,good,5.0 out of 5 stars
2 minutes.,Good,5.0 out of 5 stars
Super maggi,Awesome,5.0 out of 5 stars
Awesome,Awesome,5.0 out of 5 stars
Good product,I like it,5.0 out of 5 stars
Good,Good,5.0 out of 5 stars
viry,Goood,5.0 out of 5 stars
Damaged product received,"Damaged product received, the instant noodles become instant powder",3.0 out of 5 stars
nice product,nice product,5.0 out of 5 stars
genuine product must buy,no comments,5.0 out of 5 stars
Thanks.,Thanks for Maggie's because of my daughter.🙏,5.0 out of 5 stars
Maggi is always the best,Maggi is always the best,5.0 out of 5 stars
Waste of time,Taste is not good,3.0 out of 5 stars
Old stock,Old stock,3.0 out of 5 stars
Overall good. Can go for it,Should have some more discount.,5.0 out of 5 stars
GOOD SERVICE,GOOD,5.0 out of 5 stars
Very nice product,Waoooo good flavor,5.0 out of 5 stars
Good,Like,5.0 out of 5 stars
Hi,LIKE,5.0 out of 5 stars
Good product,Good combo pack with discounted rate,4.0 out of 5 stars
India best noodles.,Everything good about maggi. Kono kotha habe na boss.,5.0 out of 5 stars
good taste at good price,best offer from amazon the taste was really good i liked it.,5.0 out of 5 stars
Expectation,12 packs of 12 rs.. i got it at 129.. economical.. manufacture date is also okay.. see yours,5.0 out of 5 stars
Packing not good,Nice but packing was not good,4.0 out of 5 stars
Nice product,Nice product thanks Amazon.,5.0 out of 5 stars
Taste are not good,Taste are not good,3.0 out of 5 stars
Package was complete,It's arrived in complete package,5.0 out of 5 stars
No MRP product and customized Maggi 'not for resale',I am plus member and I order many items in a week but I am verry disappointed from this Amazon customized Maggi which have no MRP mentioned and I think Maggi and Amazon collaboration and make mini Maggi product,2.0 out of 5 stars
Super,Nice product thank amazon,5.0 out of 5 stars
Great,"Got it for129 great taste
Packing was not good",5.0 out of 5 stars
Flavour,My kids love it...,5.0 out of 5 stars
Tasty fast food...,"Despite the controversies, we, both adults and kids, need this fast food at_least once in a while.",5.0 out of 5 stars
Yummy,Suppppppppeeeerrrrrr.... Amazon rocksssss... Good offer for foodie people.... Like me 😋😋😋😋😋,5.0 out of 5 stars
Nice 😃,Very nice product,4.0 out of 5 stars
Nice taste,Delicious Yummy😋 try it now,5.0 out of 5 stars
Most,Good,4.0 out of 5 stars
Good,Like this,5.0 out of 5 stars
nice and original,best packing,5.0 out of 5 stars
xlnt from Nestle Maggi and Amazon,xlnt from Nestle Maggi and Amazon,5.0 out of 5 stars
Best product,Good product.,5.0 out of 5 stars
Nice maggi,Good maggi,5.0 out of 5 stars
Bad condition,"Got broken packets for each pack 12,very dissapointed 🤬. I will never buy this product ever if it comes in this condition. Tastes is good,poor packaging ,poor condition .",2.0 out of 5 stars
Buy without doubt,Good and nice.,5.0 out of 5 stars
Good,Good,4.0 out of 5 stars
Super,Write,5.0 out of 5 stars
Good Product,Good Product,4.0 out of 5 stars
Well done team 👍👌,Commendable job done by delivery boys.,5.0 out of 5 stars
Nice Product,Nice,5.0 out of 5 stars
Superb.,Value for money.,5.0 out of 5 stars
Taste,Its was really delicious.,5.0 out of 5 stars
Super,Its tasty,5.0 out of 5 stars
Testy,good,5.0 out of 5 stars
Good,Good,4.0 out of 5 stars
Best for instant meal.,Maggiiiiiiiiiii,5.0 out of 5 stars
Nice,Nice,5.0 out of 5 stars
Crushed product,Nice product but crushed,4.0 out of 5 stars
Incomplete product received - Maggi,"The outer packet had a mention of 12 packets of 70 gms each while opening the packet, only 9 packets of 70 gms were found inside.
Now you don't have a return policy as well and how should I raise my claim ???",2.0 out of 5 stars
Nice,.same as real :-):-):-):-):-):-),5.0 out of 5 stars
Gd,Gd,5.0 out of 5 stars
Good as always,Good taste,5.0 out of 5 stars
Thanx amazon team,Nyc packing,5.0 out of 5 stars
very good product Maggi masala noodles,very good maggi and delivery very good packing,5.0 out of 5 stars
nice,very good product,5.0 out of 5 stars
Satisfactory,Value for money,5.0 out of 5 stars
Tasty,My baby like it.,4.0 out of 5 stars
Kids favorite,Love it,5.0 out of 5 stars
Nice purchased,Wonderful ☺️,5.0 out of 5 stars
Good,Good,4.0 out of 5 stars
